loading policy + frozen prior...
config: {'steps': 5000, 'batch': 128, 'lr': 0.0001, 'max_len': 100, 'temp': 1.0, 'beta_kl': 0.02, 'target_kl': 3.0, 'beta_kl_min': 0.001, 'beta_kl_max': 20.0, 'kl_adapt_factor': 1.5, 'ppo_epochs': 4, 'clip_eps': 0.2, 'lambda_unc': 1.0, 'baseline_momentum': 0.95, 'threshold_window_batches': 20, 'threshold_percentile': 70.0, 'threshold_update_every': 50, 'threshold_init': 0.0, 'threshold_decay': 0.1, 'diversity_filter': True, 'df_bucket_size': 25, 'df_mode': 'generic', 'df_record_threshold': 0.5, 'replay': False, 'replay_capacity': 1000, 'replay_max_per_scaffold': 10, 'replay_min_reward': 0.4, 'replay_k': 24, 'replay_coef': 0.05, 'replay_start': 200, 'transfer_learning': True, 'tl_every': 500, 'tl_start': 1000, 'tl_epochs': 2, 'tl_batch': 128, 'tl_max_mols': 500, 'tl_min_mols': 50, 'tl_lr': 1e-05, 'tl_max_kl': 8.0, 'log_every': 10, 'save_every': 200, 'out': 'checkpoints/rl_v5b', 'seed': 42}
reward model scheme=A_primary threshold=8.0 lambda_unc=1.0 invalid_reward=-1.0

  step      loss   reward    tau   p_act    unc      kl   beta  valid%  uniq% scaf/uniq  >tau% AD%(top)  dfmult  sat   buf  bscaf   rnll    sec
  1540    0.0078   -0.107 -0.082   0.042  0.149   3.547  0.026   100.0  100.0     0.586   39.1     91.7   0.979    6   126     49  0.000   1.02
  1550    0.0034   -0.111 -0.081   0.057  0.168   3.231  0.026   100.0   98.4     0.611   27.3    100.0   0.971    6   127     50  0.000   0.99
  1560    0.0049   -0.111 -0.081   0.071  0.182   3.364  0.026   100.0  100.0     0.641   28.1     91.7   0.948    9   127     50  0.000   1.09
  1570   -0.0010   -0.125 -0.081   0.047  0.172   2.919  0.026   100.0   98.4     0.738   20.3    100.0   0.969   10   128     51  0.000   1.02
  1580    0.0039   -0.136 -0.081   0.045  0.174   2.791  0.026    99.2   97.6     0.685   21.9    100.0   0.986   10   128     51  0.000   0.93
  1590    0.0033   -0.120 -0.081   0.061  0.181   3.037  0.026   100.0   96.9     0.702   21.1     91.7   0.967   10   130     53  0.000   1.00
  1600   -0.0113   -0.117 -0.083   0.083  0.199   2.633  0.026   100.0   98.4     0.738   27.3    100.0   0.967   11   130     53  0.000   1.00
      saved checkpoint @ step 1600 | examples: ['CC(C)(C)c1ccc(/C=C/C(=O)O)cc1', 'CCCCCCCCCC(C)=O', 'CCCCCn1cnc2c(Cl)ncnc21', 'CCCCCCCCCCCCc1ccc(CCC(=O)O)cc1', 'O=C1NC(=O)/C(=C/c2ccc(Cl)c(Cl)c2)S1']
  1610   -0.0098   -0.106 -0.083   0.096  0.202   2.892  0.026   100.0  100.0     0.703   28.9    100.0   0.921   12   131     54  0.000   1.05
  1620   -0.0049   -0.114 -0.083   0.074  0.181   3.079  0.026    99.2  100.0     0.709   29.7    100.0   0.970   13   133     56  0.000   0.98
  1630   -0.0072   -0.126 -0.083   0.082  0.200   2.458  0.026    99.2  100.0     0.740   23.4    100.0   0.975   13   133     56  0.000   0.96
  1640   -0.0022   -0.091 -0.083   0.111  0.195   3.442  0.026    99.2   96.9     0.642   34.4    100.0   0.908   13   134     57  0.000   0.97
  1650   -0.0115   -0.096 -0.084   0.115  0.212   3.258  0.026   100.0   98.4     0.802   29.7    100.0   0.944   14   136     57  0.000   1.00
  1660   -0.0097   -0.089 -0.084   0.146  0.235   3.455  0.026   100.0   99.2     0.732   33.6    100.0   0.912   14   137     58  0.000   1.02
  1670   -0.0040   -0.108 -0.084   0.107  0.207   2.893  0.026    99.2   99.2     0.746   30.5    100.0   0.902   14   139     60  0.000   1.15
  1680   -0.0133   -0.079 -0.084   0.148  0.227   3.474  0.026   100.0   98.4     0.722   38.3    100.0   0.900   15   139     60  0.000   0.74
  1690    0.0065   -0.075 -0.084   0.164  0.231   4.028  0.026    99.2   93.7     0.756   36.7    100.0   0.850   18   139     60  0.000   0.84
  1700    0.0042   -0.069 -0.071   0.166  0.235   3.933  0.026   100.0   99.2     0.819   30.5    100.0   0.878   22   141     62  0.000   0.84
  1710    0.0348   -0.128 -0.071   0.108  0.221   2.821  0.038    98.4   97.6     0.813   17.2    100.0   0.902   23   143     63  0.000   0.78
  1720    0.0052   -0.127 -0.071   0.085  0.211   2.291  0.038   100.0  100.0     0.836   13.3     91.7   0.944   24   143     63  0.000   0.82
  1730   -0.0340   -0.124 -0.071   0.111  0.227   2.366  0.017    99.2  100.0     0.803   15.6    100.0   0.921   24   145     64  0.000   1.04
  1740   -0.0320   -0.104 -0.071   0.130  0.234   2.758  0.017   100.0   97.7     0.824   23.4    100.0   0.866   24   146     64  0.000   1.07
  1750   -0.0260   -0.079 -0.072   0.152  0.232   3.567  0.017   100.0   97.7     0.712   36.7    100.0   0.827   26   146     64  0.000   1.23
  1760    0.0386   -0.085 -0.072   0.153  0.238   3.679  0.038   100.0   98.4     0.730   30.5    100.0   0.846   27   146     64  0.000   1.11
  1770    0.0145   -0.130 -0.072   0.108  0.223   2.509  0.038    98.4   99.2     0.776   21.1    100.0   0.908   28   146     64  0.000   1.05
  1780   -0.0125   -0.123 -0.072   0.077  0.192   2.765  0.026    99.2  100.0     0.693   19.5    100.0   0.945   28   146     64  0.000   1.02
  1790   -0.0184   -0.095 -0.072   0.138  0.233   3.028  0.026   100.0  100.0     0.805   24.2    100.0   0.874   30   146     64  0.000   1.02
  1800   -0.0032   -0.127 -0.075   0.120  0.232   2.559  0.026    98.4  100.0     0.802   22.7    100.0   0.909   31   146     64  0.000   0.74
      saved checkpoint @ step 1800 | examples: ['Cc1ccc(N)cc1', 'O=C(NCCC1CCN(Cc2ccccc2F)CC1)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1', '[O-]c1nc(NC2CCCCC2)nc2[nH]cnc12', 'Cc1ccc(C(=O)c2c(-c3ccc(F)cc3)nc3ccccn23)cc1', 'CCCCCCCC']
  1810   -0.0087   -0.110 -0.075   0.126  0.236   2.771  0.026   100.0   99.2     0.740   22.7    100.0   0.902   33   146     64  0.000   0.69
  1820   -0.0124   -0.080 -0.075   0.157  0.237   3.030  0.026   100.0   98.4     0.762   29.7    100.0   0.831   33   147     65  0.000   0.73
  1830   -0.0033   -0.099 -0.075   0.146  0.237   3.167  0.026    99.2  100.0     0.803   28.1    100.0   0.855   35   147     65  0.000   0.71
  1840   -0.0016   -0.098 -0.075   0.157  0.247   3.052  0.026    99.2   98.4     0.808   28.9    100.0   0.820   36   148     66  0.000   0.78
  1850   -0.0141   -0.073 -0.076   0.178  0.251   3.452  0.026   100.0  100.0     0.734   35.9    100.0   0.822   38   148     66  0.000   0.76
  1860   -0.0154   -0.082 -0.076   0.175  0.256   3.202  0.026   100.0  100.0     0.828   28.9    100.0   0.882   38   148     66  0.000   0.78
  1870   -0.0024   -0.097 -0.076   0.150  0.246   3.231  0.026   100.0   99.2     0.717   28.1    100.0   0.859   38   149     66  0.000   0.71
  1880   -0.0036   -0.082 -0.076   0.153  0.235   3.166  0.026   100.0   98.4     0.794   32.0    100.0   0.856   41   149     66  0.000   0.73
  1890   -0.0134   -0.055 -0.076   0.199  0.255   3.766  0.026   100.0   97.7     0.784   40.6    100.0   0.815   41   150     66  0.000   0.86
  1900   -0.0087   -0.069 -0.071   0.156  0.225   3.460  0.026   100.0   99.2     0.693   34.4    100.0   0.848   42   152     66  0.000   0.81
  1910   -0.0049   -0.090 -0.071   0.134  0.224   3.029  0.026   100.0   99.2     0.772   26.6    100.0   0.876   43   154     66  0.000   0.76
  1920   -0.0013   -0.112 -0.071   0.110  0.222   2.634  0.026   100.0  100.0     0.734   20.3    100.0   0.911   45   156     68  0.000   0.73
  1930   -0.0041   -0.081 -0.071   0.151  0.224   3.566  0.026    99.2  100.0     0.677   34.4    100.0   0.861   47   160     68  0.000   0.75
  1940   -0.0008   -0.092 -0.071   0.168  0.252   3.314  0.026    99.2   97.6     0.750   30.5    100.0   0.862   52   162     70  0.000   0.83
  1950    0.0021   -0.082 -0.059   0.137  0.219   3.209  0.026   100.0  100.0     0.703   24.2    100.0   0.904   52   166     72  0.000   0.79
  1960   -0.0073   -0.101 -0.059   0.128  0.229   2.553  0.026   100.0  100.0     0.773   19.5    100.0   0.904   52   172     78  0.000   0.85
  1970    0.0013   -0.061 -0.059   0.180  0.241   3.732  0.026   100.0   97.7     0.672   32.8    100.0   0.798   55   179     83  0.000   0.78
  1980   -0.0047   -0.062 -0.059   0.176  0.238   3.454  0.026   100.0  100.0     0.711   29.7    100.0   0.817   55   188     87  0.000   0.78
  1990    0.0549   -0.050 -0.059   0.208  0.242   4.005  0.038    98.4   96.8     0.713   33.6    100.0   0.800   58   198     90  0.000   0.75
      TL @ step 2000: 214 mols, 2/2 epochs, nll 0.375, kl_after 2.56
  2000    0.0244   -0.151 -0.061   0.094  0.222   2.343  0.038    97.7   99.2     0.823   14.1     91.7   0.918   60   214    100  0.000   0.77
      saved checkpoint @ step 2000 | examples: ['O=C(Nc1ccncc1)Nc1ccc(Cl)cc1', 'CCOc1ccc(-c2cc(C(=O)NCC3CCCO3)no2)cc1', 'COc1ccc(CC(=O)NNC(=O)C(CC(=O)O)c2ccc(Cl)cc2)cc1', 'O=C(Nc1cccc(C(F)(F)F)c1)Nc1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1', 'CN(C)c1cccc(NC(=O)COn2cnc3ccccc3c2=O)c1']
  2010    0.0071   -0.132 -0.061   0.097  0.221   2.263  0.038    99.2  100.0     0.780   13.3    100.0   0.929   61   226    105  0.000   0.79
  2020   -0.0030   -0.113 -0.061   0.087  0.200   2.499  0.038   100.0   99.2     0.740   18.0    100.0   0.933   62   233    110  0.000   0.78
  2030   -0.0580   -0.120 -0.061   0.091  0.210   2.064  0.008   100.0   99.2     0.827   15.6    100.0   0.918   62   242    113  0.000   0.73
  2040   -0.0469   -0.053 -0.061   0.185  0.238   4.567  0.011   100.0   96.9     0.726   41.4    100.0   0.805   62   253    117  0.000   0.77
  2050    0.0889   -0.060 -0.043   0.178  0.238   3.457  0.058   100.0  100.0     0.750   27.3    100.0   0.804   63   259    121  0.000   0.76
  2060    0.0130   -0.146 -0.043   0.096  0.227   2.303  0.038    98.4  100.0     0.786    9.4    100.0   0.925   63   266    124  0.000   0.73
  2070   -0.0615   -0.120 -0.043   0.093  0.214   2.534  0.008   100.0  100.0     0.727   14.1    100.0   0.914   63   272    127  0.000   0.83
  2080   -0.0510   -0.086 -0.043   0.133  0.219   3.422  0.008   100.0  100.0     0.688   22.7    100.0   0.867   63   275    129  0.000   0.75
  2090    0.0368   -0.022 -0.043   0.256  0.278   5.331  0.026   100.0   93.8     0.742   46.1    100.0   0.668   65   279    130  0.000   0.80
  2100    0.1093   -0.127 -0.043   0.123  0.242   2.315  0.130    99.2  100.0     0.890   13.3    100.0   0.901   67   282    132  0.000   0.84
  2110   -0.1308   -0.148 -0.043   0.078  0.226   1.778  0.011   100.0  100.0     0.820    7.0     91.7   0.958   68   283    132  0.000   0.74
  2120   -0.0959   -0.142 -0.043   0.077  0.219   2.191  0.001   100.0   99.2     0.827    6.2    100.0   0.960   68   284    132  0.000   0.82
  2130   -0.0819   -0.096 -0.043   0.123  0.219   3.280  0.001   100.0   99.2     0.701   21.9    100.0   0.869   68   286    133  0.000   0.80
  2140   -0.0496   -0.060 -0.043   0.136  0.196   5.002  0.005   100.0   93.8     0.583   35.2    100.0   0.829   69   288    135  0.000   0.75
  2150    0.9719   -0.047  0.000   0.161  0.208   4.908  0.292   100.0   98.4     0.643   20.3    100.0   0.862   69   295    136  0.000   0.75
  2160   -0.0289   -0.177  0.000   0.060  0.221   2.074  0.130    98.4  100.0     0.937    0.0     75.0   0.975   69   295    136  0.000   0.79
  2170   -0.2105   -0.167  0.000   0.056  0.215   1.667  0.005    99.2  100.0     0.858    0.0    100.0   0.988   70   295    136  0.000   0.75
  2180   -0.1404   -0.146  0.000   0.063  0.202   2.276  0.001    99.2  100.0     0.803    3.1     91.7   0.943   71   295    136  0.000   0.70
  2190   -0.0909   -0.132  0.000   0.067  0.200   2.656  0.001   100.0  100.0     0.773    3.9     91.7   0.961   71   296    136  0.000   0.72
  2200   -0.0767   -0.109 -0.011   0.103  0.204   3.645  0.001    99.2   96.9     0.618   14.1    100.0   0.884   71   296    136  0.000   0.79
      saved checkpoint @ step 2200 | examples: ['Cc1cccnc1NC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1', 'COc1cc(C(=O)N2CCC(F)(F)C2)ccc1-c1cc(Nc2cnc(C#N)cn2)n[nH]1', 'COc1ccc(-c2cnccc2-c2ccccc2)cc1', 'COC(=O)CC/C(C)=N/OC(C)=O', 'O=C(O)CCc1ccc(-c2ccc(C(F)(F)F)cc2)cc1']
  2210   -0.0582   -0.092 -0.011   0.089  0.181   4.395  0.002   100.0   94.5     0.620   15.6    100.0   0.892   71   296    136  0.000   0.74
  2220    0.2078   -0.058 -0.011   0.137  0.188   5.573  0.058    99.2   92.9     0.551   33.6    100.0   0.830   73   297    136  0.000   0.68
  2230    0.3040   -0.131 -0.011   0.088  0.211   2.581  0.292    99.2   99.2     0.778   10.2    100.0   0.948   73   298    136  0.000   0.79
  2240   -0.2525   -0.175 -0.011   0.065  0.232   2.092  0.058    99.2  100.0     0.890    0.8     91.7   0.971   73   298    136  0.000   0.87
  2250   -0.2617   -0.165 -0.025   0.063  0.220   1.888  0.003    99.2  100.0     0.858    1.6     75.0   0.979   73   298    136  0.000   0.77
  2260   -0.1521   -0.160 -0.025   0.057  0.217   2.052  0.002   100.0  100.0     0.875    0.8     91.7   0.987   73   298    136  0.000   0.78
  2270   -0.0974   -0.142 -0.025   0.045  0.187   2.803  0.002   100.0  100.0     0.766    4.7     91.7   0.965   73   298    136  0.000   0.74
  2280   -0.0668   -0.128 -0.025   0.037  0.165   3.402  0.002   100.0   99.2     0.709    7.8     83.3   0.979   73   298    136  0.000   0.73
  2290   -0.0408   -0.127 -0.025   0.039  0.159   3.830  0.002    99.2  100.0     0.669    5.5     91.7   0.956   73   298    136  0.000   0.70
  2300   -0.0250   -0.118 -0.033   0.046  0.149   4.341  0.005    98.4   95.2     0.583   13.3    100.0   0.933   73   298    136  0.000   0.71
  2310    0.0842   -0.113 -0.033   0.038  0.150   4.222  0.038   100.0   95.3     0.730   12.5     83.3   0.970   73   298    136  0.000   0.66
  2320    0.0325   -0.120 -0.033   0.048  0.168   3.466  0.038   100.0  100.0     0.648    6.2     91.7   0.947   73   298    136  0.000   0.72
  2330    0.0110   -0.139 -0.033   0.061  0.191   2.791  0.038    99.2  100.0     0.717    5.5    100.0   0.947   73   299    136  0.000   0.75
  2340    0.0061   -0.131 -0.033   0.045  0.175   2.971  0.038   100.0   99.2     0.677    5.5     83.3   0.977   73   299    136  0.000   0.74
  2350   -0.0114   -0.127 -0.041   0.055  0.182   2.814  0.038   100.0   99.2     0.693    7.0     91.7   0.963   73   299    136  0.000   0.72
  2360   -0.0437   -0.134 -0.041   0.069  0.203   2.158  0.026   100.0   99.2     0.756    7.8     91.7   0.975   74   300    136  0.000   0.74
  2370   -0.0156   -0.138 -0.041   0.072  0.202   2.589  0.026    99.2  100.0     0.732    4.7    100.0   0.958   74   300    136  0.000   0.69
  2380   -0.0196   -0.133 -0.041   0.067  0.200   2.280  0.026   100.0  100.0     0.734    6.2    100.0   0.953   74   300    136  0.000   0.74
  2390   -0.0094   -0.142 -0.041   0.053  0.179   2.347  0.026    98.4   99.2     0.752    6.2     91.7   0.962   74   301    137  0.000   0.70
  2400   -0.0039   -0.142 -0.049   0.087  0.213   2.476  0.026    98.4  100.0     0.802    9.4    100.0   0.924   74   301    137  0.000   0.73
      saved checkpoint @ step 2400 | examples: ['Oc1ccc(CCc2ccncc2)cc1O', 'Cc1ccc(-n2c(C)nc3ccccc3c2=O)cc1[N+](=O)[O-]', 'Nc1ccc(-c2cccs2)cc1N', 'O=C(O)CCc1ccc(-c2ccccc2)o1', 'COc1cccc(-c2cccc(-c3ccc(C(F)(F)F)cc3)c2)c1']
  2410   -0.0287   -0.130 -0.049   0.064  0.194   2.317  0.017   100.0  100.0     0.766   12.5     91.7   0.955   74   301    137  0.000   0.71
  2420   -0.0099   -0.137 -0.049   0.061  0.182   2.644  0.017    98.4   98.4     0.726   10.9    100.0   0.946   74   302    137  0.000   0.70
  2430   -0.0084   -0.129 -0.049   0.071  0.200   2.688  0.017   100.0  100.0     0.695    9.4    100.0   0.954   74   303    137  0.000   0.73
  2440   -0.0162   -0.098 -0.049   0.095  0.193   3.270  0.017   100.0   98.4     0.643   21.1    100.0   0.890   74   303    137  0.000   0.65
  2450   -0.0160   -0.087 -0.053   0.116  0.203   3.492  0.017   100.0   97.7     0.640   21.1    100.0   0.872   74   304    137  0.000   0.69
  2460   -0.0240   -0.070 -0.053   0.112  0.182   4.076  0.017   100.0   94.5     0.612   31.2    100.0   0.867   75   306    139  0.000   0.67
  2470   -0.0057   -0.081 -0.053   0.120  0.194   4.137  0.017    99.2   95.3     0.595   32.0    100.0   0.852   75   308    140  0.000   0.73
  2480   -0.0134   -0.061 -0.053   0.157  0.218   4.123  0.017   100.0   93.0     0.655   35.9    100.0   0.786   75   308    140  0.000   0.68
  2490    0.0177   -0.081 -0.053   0.135  0.217   3.823  0.026   100.0   96.9     0.653   27.3    100.0   0.827   76   311    143  0.000   0.79
      TL @ step 2500: 318 mols, 2/2 epochs, nll 0.388, kl_after 3.24
  2500    0.0518   -0.095 -0.043   0.122  0.209   3.407  0.038    99.2   99.2     0.746   17.2    100.0   0.876   77   318    146  0.000   0.78
  2510    0.0236   -0.103 -0.043   0.098  0.201   3.205  0.038   100.0   99.2     0.685   20.3    100.0   0.907   79   322    149  0.000   0.78
  2520   -0.0007   -0.096 -0.043   0.112  0.209   2.914  0.038   100.0   99.2     0.732   15.6    100.0   0.891   80   335    156  0.000   0.79
  2530   -0.0190   -0.092 -0.043   0.136  0.228   2.648  0.038   100.0  100.0     0.812   15.6    100.0   0.937   80   358    174  0.000   0.77
  2540    0.0016   -0.091 -0.043   0.146  0.237   3.154  0.038   100.0  100.0     0.859   16.4    100.0   0.889   81   392    201  0.000   0.79
  2550   -0.0159   -0.082 -0.050   0.147  0.221   2.974  0.038    99.2  100.0     0.780   14.8    100.0   0.920   81   438    231  0.000   0.74
  2560   -0.0143   -0.075 -0.050   0.155  0.221   3.373  0.038    99.2   99.2     0.794   18.8    100.0   0.954   81   517    271  0.000   0.81
  2570   -0.0237   -0.052 -0.050   0.178  0.230   3.610  0.038   100.0  100.0     0.859   23.4    100.0   0.937   82   596    318  0.000   0.79
  2580   -0.0223   -0.026 -0.050   0.195  0.221   3.505  0.038   100.0  100.0     0.828   19.5    100.0   0.920   83   691    361  0.000   0.78
  2590   -0.0358   -0.024 -0.050   0.213  0.237   3.918  0.038   100.0  100.0     0.805   24.2    100.0   0.940   85   781    409  0.000   0.81
  2600    0.0220   -0.023 -0.055   0.211  0.234   3.871  0.058   100.0   99.2     0.882   21.9    100.0   0.914   86   899    480  0.000   0.71
      saved checkpoint @ step 2600 | examples: ['CCCCCCCCCC(=O)NCc1ccc(OC)c(OC)c1', 'O=C(NCCc1nc2ccccc2[nH]1)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1', 'CSCc1ccc2c(c1)cc(C(=O)NCc1ccccc1)n2CCCNc1ccnc2cc(Cl)ccc12', 'CS(=O)(=O)Nc1ccc(/C=C/c2ccccc2)cc1', 'Cc1ccc(NC(=O)CN2CCCC2c2ccco2)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1']
  2610   -0.0001   -0.080 -0.055   0.153  0.232   2.557  0.058   100.0   99.2     0.866   14.8    100.0   0.945   88   958    513  0.000   0.72
  2620   -0.0950   -0.098 -0.055   0.147  0.237   2.170  0.017    99.2  100.0     0.898   11.7    100.0   0.956   89   995    533  0.000   0.69
  2630   -0.0757    0.086 -0.055   0.339  0.252   5.860  0.026   100.0  100.0     0.891   35.9    100.0   0.868   90  1000    596  0.000   0.76
  2640    0.1492   -0.168 -0.055   0.075  0.235   2.114  0.195    99.2  100.0     0.921    3.9    100.0   0.968   92  1000    671  0.000   0.87
  2650   -0.1841   -0.147 -0.063   0.062  0.209   2.033  0.008   100.0  100.0     0.844    9.4     75.0   0.962   92  1000    671  0.000   0.69
  2660   -0.1237   -0.141 -0.063   0.057  0.198   2.526  0.001   100.0   99.2     0.780   10.2     58.3   0.970   92  1000    671  0.000   0.65
  2670   -0.0700   -0.141 -0.063   0.074  0.215   2.225  0.001   100.0  100.0     0.852    6.2    100.0   0.967   92  1000    671  0.000   0.72
  2680   -0.0629   -0.110 -0.063   0.076  0.185   3.574  0.001   100.0   98.4     0.730   18.8    100.0   0.922   92  1000    672  0.000   0.73
  2690   -0.0487   -0.093 -0.063   0.103  0.188   4.573  0.002    99.2   92.9     0.593   25.0    100.0   0.858   94  1000    673  0.000   0.66
  2700    0.1222   -0.066 -0.064   0.143  0.209   5.218  0.038   100.0   87.5     0.598   35.2    100.0   0.781   94  1000    673  0.000   0.70
  2710    0.0773   -0.134 -0.064   0.069  0.203   2.203  0.130   100.0  100.0     0.711   11.7    100.0   0.946   94  1000    673  0.000   0.69
  2720   -0.0465   -0.162 -0.064   0.071  0.225   2.055  0.058    99.2  100.0     0.843    6.2    100.0   0.976   94  1000    675  0.000   0.78
  2730   -0.1203   -0.157 -0.064   0.059  0.216   1.980  0.003   100.0  100.0     0.828    4.7     75.0   0.972   94  1000    675  0.000   0.70
  2740   -0.0768   -0.149 -0.064   0.061  0.202   2.325  0.001    99.2   99.2     0.778    8.6     91.7   0.968   94  1000    675  0.000   0.64
  2750   -0.0627   -0.129 -0.070   0.078  0.199   3.302  0.001    99.2   98.4     0.704   18.8     91.7   0.927   94  1000    676  0.000   0.71
  2760   -0.0638   -0.087 -0.070   0.095  0.182   3.898  0.001   100.0   99.2     0.575   26.6    100.0   0.904   94  1000    676  0.000   0.70
  2770   -0.0213   -0.079 -0.070   0.075  0.154   4.694  0.008   100.0   91.4     0.504   34.4    100.0   0.913   94  1000    677  0.000   0.71
  2780    0.4830   -0.090 -0.070   0.102  0.192   4.028  0.195   100.0   97.7     0.568   28.9    100.0   0.859   94  1000    678  0.000   0.72
  2790    0.0852   -0.141 -0.070   0.088  0.229   2.093  0.195   100.0  100.0     0.859    7.0    100.0   0.967   94  1000    680  0.000   0.73
  2800   -0.2203   -0.160 -0.077   0.079  0.231   1.903  0.005    99.2  100.0     0.850    3.9     83.3   0.962   94  1000    682  0.000   0.69
      saved checkpoint @ step 2800 | examples: ['c1coc(Cc2nc3ccccc3[nH]2)c1', 'CC1CCCCN1C(=O)CC(c1ccccc1)c1ccccc1', 'N#CN1CCC(CC(=O)N2CC=CCC2)CC1', 'CCCN(CCC)CCCNc1ccnc2cc(Cl)ccc12', 'CCCC(=O)NCc1ccc(N2CCCC2)cc1']
  2810   -0.1406   -0.141 -0.077   0.088  0.229   2.038  0.001   100.0  100.0     0.836    7.8    100.0   0.903   94  1000    683  0.000   0.69
  2820   -0.0976   -0.121 -0.077   0.073  0.194   3.118  0.001   100.0   99.2     0.732   13.3    100.0   0.938   94  1000    683  0.000   0.69
  2830   -0.0642   -0.101 -0.077   0.110  0.211   3.759  0.001   100.0  100.0     0.680   24.2    100.0   0.875   94  1000    684  0.000   0.70
  2840   -0.0543   -0.082 -0.077   0.115  0.198   4.281  0.001   100.0   94.5     0.686   32.8    100.0   0.842   95  1000    684  0.000   0.69
  2850    0.2059   -0.049 -0.059   0.180  0.228   5.187  0.058   100.0   93.8     0.683   33.6    100.0   0.737   95  1000    684  0.000   0.63
  2860    0.0958   -0.115 -0.059   0.070  0.184   2.974  0.086   100.0   99.2     0.756   12.5    100.0   0.907   95  1000    685  0.000   0.75
  2870    0.0410   -0.162 -0.059   0.060  0.215   2.230  0.086    99.2  100.0     0.906    0.8     91.7   0.983   95  1000    685  0.000   0.73
  2880   -0.0557   -0.130 -0.059   0.106  0.236   2.035  0.038   100.0  100.0     0.883    8.6    100.0   0.904   95  1000    685  0.000   0.69
  2890   -0.0684   -0.155 -0.059   0.086  0.226   2.019  0.011    98.4  100.0     0.865    8.6    100.0   0.958   95  1000    685  0.000   0.75
  2900   -0.0740   -0.126 -0.067   0.102  0.221   2.765  0.005    99.2   99.2     0.770   16.4    100.0   0.903   96  1000    686  0.000   0.75
  2910   -0.0654   -0.079 -0.067   0.154  0.233   3.377  0.005   100.0   96.9     0.798   28.1    100.0   0.838   96  1000    688  0.000   0.69
  2920   -0.0429   -0.065 -0.067   0.164  0.229   4.122  0.005   100.0   95.3     0.721   29.7    100.0   0.780   97  1000    688  0.000   0.64
  2930    0.1605   -0.043 -0.067   0.193  0.237   4.613  0.058   100.0   98.4     0.683   37.5    100.0   0.748   99  1000    689  0.000   0.73
  2940    0.2154   -0.140 -0.067   0.097  0.221   3.435  0.130    98.4  100.0     0.778    9.4    100.0   0.934   99  1000    689  0.000   0.73
  2950   -0.1335   -0.154 -0.072   0.068  0.222   2.048  0.017   100.0  100.0     0.820    4.7     91.7   0.992   99  1000    690  0.000   0.71
  2960   -0.1033   -0.152 -0.072   0.058  0.211   2.095  0.002   100.0  100.0     0.781    7.0    100.0   0.991   99  1000    692  0.000   0.70
  2970   -0.0711   -0.134 -0.072   0.076  0.210   2.463  0.002   100.0  100.0     0.734   12.5     91.7   0.957   99  1000    696  0.000   0.68
  2980   -0.0603   -0.109 -0.072   0.083  0.192   3.005  0.002   100.0  100.0     0.719   18.0     91.7   0.952   99  1000    700  0.000   0.72
  2990   -0.0333   -0.058 -0.072   0.158  0.200   4.029  0.003    98.4   98.4     0.734   28.9    100.0   0.866  101  1000    704  0.000   0.72
      TL @ step 3000: 500 mols, 2/2 epochs, nll 0.264, kl_after 5.01
  3000    0.1797    0.042 -0.071   0.273  0.231   5.738  0.058   100.0   97.7     0.704   42.2    100.0   0.782  101  1000    724  0.000   0.77
      saved checkpoint @ step 3000 | examples: ['Cc1ccc(C(=O)Nc2cccc3[nH]ccc23)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1', 'O=S(=O)(Nc1ccccc1)c1ccc(Cl)cc1', 'NCc1ccc(O)cc1', 'CCC(c1ccc(OC)cc1)n1ccnc1', 'CCc1ccc(CN)cc1']
  3010    0.2565   -0.154 -0.071   0.067  0.206   2.423  0.292    98.4  100.0     0.770    7.8    100.0   0.968  103  1000    745  0.000   0.70
  3020   -0.1286   -0.189 -0.071   0.068  0.226   2.310  0.130    96.9  100.0     0.879    1.6    100.0   0.985  103  1000    746  0.000   0.74
  3030   -0.3154   -0.173 -0.071   0.067  0.232   1.901  0.011    99.2  100.0     0.850    0.8    100.0   0.954  104  1000    746  0.000   0.68
  3040   -0.2056   -0.160 -0.071   0.055  0.207   2.194  0.003    99.2  100.0     0.780    1.6    100.0   0.959  104  1000    747  0.000   0.71
  3050   -0.1352   -0.147 -0.078   0.052  0.199   2.800  0.003   100.0   99.2     0.787    8.6     91.7   0.999  105  1000    747  0.000   0.75
  3060   -0.0832   -0.142 -0.078   0.053  0.195   3.011  0.003   100.0   98.4     0.786    9.4     91.7   0.998  105  1000    747  0.000   0.71
  3070   -0.0562   -0.131 -0.078   0.044  0.175   3.400  0.003   100.0   98.4     0.762   11.7     91.7   0.961  105  1000    747  0.000   0.64
  3080   -0.0362   -0.118 -0.078   0.060  0.178   3.828  0.003   100.0   99.2     0.638   18.8     83.3   0.944  105  1000    747  0.000   0.66
  3090   -0.0348   -0.108 -0.078   0.046  0.154   4.257  0.003   100.0   93.8     0.658   23.4    100.0   0.971  105  1000    748  0.000   0.63
